Date,Store,Category,Amount,ExcludeWE,Description
2017-10-31,Others,Avanade,-15.0,YES,VCE
2017-10-31,,Salary,2871.47,,Salary Juan
2017-11-01,,Interest,32.15,,Interests
2017-11-01,Woolworths,Daily Expenses,-0.9,NO,tuna
2017-11-01,Telstra,Utilities,-35.0,YES,Phone juan
2017-11-02,Woolworths,Daily Expenses,-4.0,NO,Gatorades
2017-11-02,Others,Daily Expenses,-15.0,NO,Lunch shop small
2017-11-03,Dr Nicola Fitzgerald,Baby,-1500.0,YES,Second payment Tata
2017-11-05,Baby Bunting,Baby,-449.0,YES,Baby buntings cot ... we can't put in car :@
2017-11-05,Others,Daily Expenses,-23.85,NO,"Cereal, tea, hot choco, strawberries, vanilla slice"
2017-11-05,Woolworths,Daily Expenses,-5.0,NO,Something
2017-11-05,Gasoline,Transport,-13.83,YES,gasoline for strawberries
2017-11-05,Woolworths,Daily Expenses,-7.39,NO,Cereal raccoon strawberries
2017-11-05,Gasoline,Transport,-49.12,YES,Gasoline going home
2017-11-05,Woolworths,Daily Expenses,-3.04,NO,Juice
2017-11-05,Others,Daily Expenses,-15.0,NO,Pizza hut
2017-11-05,IKEA,Home,-890.38,YES,Bed second room
2017-11-06,Target,Baby,-28.0,YES,Sheets and mattress protector
2017-11-06,Others,Home,-79.96,YES,Knives and base
2017-11-06,Woolworths,Daily Expenses,-61.61,NO,"Rice, chicken, teeth stuff, water, air freshener and google dot :)"
2017-11-06,Others,Baby,-17.49,YES,Uber to bring cot :(
2017-11-07,Others,Home,-11.97,YES,"Flowers base - scratch from the previous one ""comment"""
2017-11-07,Big W,Baby,-10.0,YES,Globes and hat
2017-11-07,Coles,Daily Expenses,-3.92,NO,lamb chops
2017-11-07,Chemist,Baby,-9.28,YES,Girls stuff
2017-11-07,Others,Daily Expenses,-2.6,NO,sushi raccoon
2017-11-07,Telstra,Utilities,-12.5,YES,Last telstra payment raccoon
2017-11-09,Others,Alcohol,-64.32,NO,Beers with Andres
2017-11-10,ALDI,Daily Expenses,-6.74,NO,Juice and tuna and fruits
2017-11-10,Woolworths,Daily Expenses,-1.8,NO,Chips
2017-11-10,Woolworths,Daily Expenses,-2.0,NO,Coke
2017-11-10,Others,Daily Expenses,-9.5,NO,Pizza Friday
2017-11-10,Others,Daily Expenses,-7.25,NO,Cheese
2017-11-10,eBay,Gift,-2.44,YES,Stickers
2017-11-10,Coles,Daily Expenses,-6.5,NO,yogurt and fries
2017-11-11,Dan Murphy's,Alcohol,-14.0,NO,Beers
2017-11-11,ALDI,Daily Expenses,-1.99,NO,Milk
2017-11-11,Others,Baby,-6.9,YES,Christmas stocking
2017-11-12,Others,Daily Expenses,-12.0,NO,"Ice cream, water and donught"
2017-11-13,Others,Daily Expenses,-15.0,NO,Lunch
2017-11-13,Woolworths,Daily Expenses,-19.82,NO,"Dimp sims, wraps, watermelon, chicken, "
2017-11-13,GU Health,Health,-217.0,YES,Health insurance
2017-11-14,Others,Daily Expenses,-5.5,NO,Chips
2017-11-14,Chemist,Baby,-13.0,YES,Iron pills
2017-11-14,,Salary,5746.0,,Salary Ana
2017-11-14,,Salary,2871.47,,Salary Juan
2017-11-15,Gasoline,Transport,-42.54,YES,Gasoline
2017-11-15,Woolworths,Daily Expenses,-20.35,NO,"Ice cream, pringles, yogurt, milk and strawberry milk and cereal"
2017-11-15,Others,Daily Expenses,-22.9,NO,Ribs
2017-11-16,Others,Daily Expenses,-15.9,NO,Dinner celebrating promo raccoon
2017-11-16,Dan Murphy's,Alcohol,-14.0,NO,Beers
2017-11-16,Yarra Valley Water,Utilities,-134.15,YES,Water is back ...
2017-11-18,Baby Bunting,Baby,-62.73,YES,Shirts and wraper
2017-11-18,Click Energy,Utilities,-31.89,YES,Gas
2017-11-18,Woolworths,Daily Expenses,-23.99,NO,"Chicken, ribs, pork, watermelon, mango, tomatoes"
2017-11-18,Batto Property Solutions,Rent,-1520.0,YES,Rent
2017-11-18,Guzman y Gomez,Daily Expenses,-23.4,NO,Nachos
2017-11-18,Woolworths,Daily Expenses,-11.98,NO,mango bread chips ham butter
2017-11-18,Woolworths,Baby,-23.95,YES,pampers
2017-11-18,Woolworths,Daily Expenses,-5.8,NO,Tuna and nuts
2017-11-19,Church,Daily Expenses,-14.5,NO,Church
2017-11-19,Others,Daily Expenses,-5.31,NO,Vegetables
2017-11-19,Woolworths,Daily Expenses,-6.57,NO,Fruits
2017-11-19,Kmart,Baby,-18.0,YES,Shirts
2017-11-20,ALDI,Daily Expenses,-17.1,NO,"Sausages, juice, mineral water, straw berries, mango"
2017-11-21,Others,Daily Expenses,-11.9,NO,Lunch
2017-11-21,Woolworths,Daily Expenses,-1.0,NO,Tuna
2017-11-21,Virgin Mobile,Utilities,-7.74,YES,Mobile raccoon
2017-11-22,Dr Nicola Fitzgerald,Baby,-145.0,YES,Third trimester ecography 
2017-11-22,Woolworths,Daily Expenses,-5.46,NO,"Gatorade, ham"
2017-11-22,Netflix,Utilities,-13.99,YES,Netflix november-december
2017-11-23,Coles,Daily Expenses,-5.2,NO,Cheese and carrots
2017-11-23,Others,Daily Expenses,-5.48,NO,Fruits and vegetables
2017-11-23,Woolworths,Daily Expenses,-6.19,NO,Gatorade and pizza
2017-11-24,ALDI,Daily Expenses,-15.32,NO,"fries, letuce, strawberries, cheese"
2017-11-25,Others,Clothing,-69.0,YES,Gatito with boots :)
2017-11-25,Target,Baby,-36.0,YES,Clothes for Tatiana
2017-11-25,Woolworths,Daily Expenses,-8.0,NO,BBQ tray
2017-11-25,Chemist,Baby,-17.98,YES,Iron pills
2017-11-25,Dan Murphy's,Alcohol,-22.0,NO,Beers :(
2017-11-25,Coles,Daily Expenses,-7.6,NO,Mapple and gatorade
2017-11-25,Chemist,Health,-28.68,YES,pills and spry for heyfever
2017-11-25,Big W,Clothing,-35.0,YES,Socks and dresses
2017-11-26,eBay,Daily Expenses,-1.4,NO,Spotify + usb charger 
2017-11-26,Others,Gift,-0.86,YES,Bluetooth speaker
2017-11-26,Others,Health,-8.43,NO,Massage
2017-11-26,Others,Daily Expenses,-8.5,NO,Vegetables
2017-11-26,MyKi,Transport,-200.0,YES,Myki december
2017-11-26,Others,Daily Expenses,-12.65,NO,Meat and chicken
2017-11-28,,Salary,3343.91,,Bupa salary with overtime
2017-11-28,Click Energy,Utilities,-83.95,YES,Electricity
2017-11-28,Telstra,Utilities,-35.0,YES,Telstra Juan
2017-11-28,Woolworths,Daily Expenses,-0.75,NO,Water
2017-11-28,Coles,Daily Expenses,-6.25,NO,Peanuts
2017-11-28,ALDI,Daily Expenses,-5.49,NO,"Yogurt, water, tomatoes"
2017-11-30,Click Energy,Utilities,-68.13,YES,Electricity
2017-11-30,Woolworths,Daily Expenses,-21.6,NO,"cereal, gatorade, nachos, bread, "
2017-11-30,Gasoline,Transport,-20.46,YES,Gasoline
2017-11-30,Coles,Daily Expenses,-3.0,NO,Pringles and cookies
2017-11-30,Woolworths,Daily Expenses,-3.0,NO,Philadelphia and cookies
2017-11-30,eBay,Gift,-96.0,YES,iPad pen
2017-11-30,Officeworks,Visa,-29.9,YES,Citizenship photos
2017-12-01,Others,Daily Expenses,-11.9,NO,Lunch raccoon
2017-12-01,Guzman y Gomez,Daily Expenses,-12.5,NO,Nachos
2017-12-01,Dan Murphy's,Alcohol,-32.95,NO,Vodka
2017-12-01,Others,Daily Expenses,-33.5,NO,Lunch with Oscar
2017-12-01,Baby Bunting,Baby,-20.95,YES,Wrap
2017-12-01,Others,Daily Expenses,-7.0,NO,Coke
2017-12-02,Others,Daily Expenses,-9.5,NO,pizza
2017-12-03,Kmart,Baby,-34.5,YES,Clothes
2017-12-03,Woolworths,Daily Expenses,-23.15,NO,Food and chicken
2017-12-03,eBay,Home,-19.75,YES,Remote
2017-12-03,Others,Daily Expenses,-9.52,NO,fruits
2017-12-03,Gasoline,Transport,-49.49,YES,Gasoline
2017-12-03,Others,Daily Expenses,-9.52,NO,Candies
2017-12-03,Woolworths,Baby,-13.0,YES,Wipes
2017-12-04,Others,Daily Expenses,-4.0,NO,Wikipedia support
2017-12-05,Woolworths,Daily Expenses,-13.02,NO,"Gatorade, chicken, cheese and bread"
2017-12-05,Others,Daily Expenses,-17.45,NO,Dinner with Oscar before suit
2017-12-05,Others,Visa,-575.58,YES,Citizenship x 2
2017-12-05,Tailor,Clothing,-1339.0,YES,Suit
2017-12-08,Woolworths,Daily Expenses,-10.76,NO,"Chicken, doritos, cookies"
2017-12-08,,Interest,44.55,,Interests 
2017-12-08,Others,Daily Expenses,-29.7,NO,Lunch
2017-12-08,ALDI,Daily Expenses,-7.46,NO,"Water, cheese, letuce and onion"
2017-12-10,Woolworths,Daily Expenses,-6.5,NO,Cookies and cake
2017-12-10,Woolworths,Daily Expenses,-17.07,NO,"window cleaner, coke, chicken"
2017-12-10,Others,Daily Expenses,-9.56,NO,Cheese
2017-12-10,Others,Daily Expenses,-7.1,NO,Fruits
2017-12-10,Coles,Daily Expenses,-11.5,NO,Twix and gatorade and milk cereal
2017-12-10,Preston Market,Daily Expenses,-32.5,NO,Flowers with peas
2017-12-10,Dan Murphy's,Alcohol,-12.0,NO,beers
2017-12-10,Kmart,Clothing,-10.25,YES,Cuquitos and juans mask
2017-12-10,eBay,Home,-2.51,NO,Pen case
2017-12-10,ALDI,Daily Expenses,-7.99,NO,Bread and more stuff
2017-12-10,Others,Daily Expenses,-2.0,NO,Magic delicious pie
2017-12-12,,Salary,3416.38,,Salary Juan with over time
2017-12-12,Woolworths,Daily Expenses,-6.25,NO,"Milk, cork, chips"
2017-12-12,AussieBroadband,Utilities,-77.16,YES,First month internet
2017-12-12,Coles,Daily Expenses,-11.35,NO,"Tuna, gatorade, soap, "
2017-12-12,Coles,Daily Expenses,-12.64,NO,"cookies, gyoza"
2017-12-13,GU Health,Health,-217.0,YES,GU Health
2017-12-13,Coles,Daily Expenses,-10.69,NO,Gatorade x2 and meat
2017-12-13,Others,Daily Expenses,-4.4,NO,Ice cream
2017-12-14,Woolworths,Daily Expenses,-10.94,NO,"Water, doritos and cookies, milk cream"
2017-12-14,Dan Murphy's,Alcohol,-23.0,NO,Vodka with 10 dollars from woolworths
2017-12-15,ALDI,Home,-10.0,YES,Trimer
2017-12-15,Others,Daily Expenses,-6.43,NO,Vegetables
2017-12-15,Bunnings,Home,-24.14,YES,"Torches, poison, insectisides, lamps"
2017-12-15,Coles,Daily Expenses,-18.35,NO,"Fries, prawns, paper towels, tomato sause and mince meat"
2017-12-15,Others,Daily Expenses,-19.7,NO,Lunch raccoon
2017-12-15,Woolworths,Daily Expenses,-3.0,NO,Cheese
2017-12-15,Others,Daily Expenses,-11.7,NO,Nachos
2017-12-15,Others,Alcohol,-24.8,NO,Beers with Bupa
2017-12-15,Others,Daily Expenses,-3.04,NO,Watermelon
2017-12-15,ALDI,Daily Expenses,-18.54,NO,"Sausages, avocado, condense milk, eggs and corn"
2017-12-15,Bunnings,Daily Expenses,-2.5,NO,Sausage :D
2017-12-16,Others,Clothing,-40.37,YES,International fee
2017-12-16,,Salary,9050.32,,Salary Ana with bonus
2017-12-17,Bunnings,Home,-308.4,YES,Wardrobe fitting with thing to kill motts
2017-12-17,Others,Health,-8.5,NO,Massage
2017-12-17,Woolworths,Daily Expenses,-3.96,NO,Bacon
2017-12-19,Woolworths,Baby,-9.0,YES,Wipes
2017-12-19,Gasoline,Transport,-48.71,YES,Gasoline
2017-12-19,Coles,Daily Expenses,-2.0,NO,Tuna
2017-12-19,Woolworths,Daily Expenses,-31.77,NO,"Turkey, ice tee, gatorade, milk"
2017-12-19,ALDI,Daily Expenses,-4.7,NO,water and cheese
2017-12-19,Others,Alcohol,-13.0,YES,Beer
2017-12-19,Batto Property Solutions,Rent,-1520.0,YES,Rent
2017-12-20,Click Energy,Utilities,-57.83,YES,Gas
2017-12-20,Virgin Mobile,Utilities,-6.0,YES,Mobile raccoon
2017-12-20,Myer,Gift,-149.9,YES,Gifts for the tata anas :D
2017-12-20,Others,Daily Expenses,-15.0,NO,Nachos
2017-12-21,Others,Gift,-13.0,YES,Christmas gifts
2017-12-21,Others,Alcohol,-63.6,YES,Christmas party
2017-12-21,MyKi,Transport,-20.0,YES,Oops i missed one
2017-12-21,,Salary,2871.48,,Salary Juan
2017-12-22,Others,Pleasure,-22.65,NO,Popcorn movie
2017-12-22,Others,Daily Expenses,-12.04,NO,vegetables
2017-12-22,Dan Murphy's,Alcohol,-12.0,NO,Beer
2017-12-22,Others,Clothing,-10.0,YES,Bra
2017-12-22,Others,Daily Expenses,-10.45,NO,Chicken and cake
2017-12-22,VicRoads,Transport,-79.5,YES,License renewal
2017-12-22,Coles,Daily Expenses,-6.17,NO,Shrimps
2017-12-23,,Interest,1323.62,,Term deposit return
2017-12-23,Kmart,Gift,-10.0,YES,Gift for Tiffany
2017-12-23,Target,Gift,-15.0,YES,Hat for gatito
2017-12-23,Others,Gift,-498.0,YES,Chains for Anastasiya and Tatiana
2017-12-23,Netflix,Utilities,-13.99,YES,Netflix
2017-12-23,Woolworths,Daily Expenses,-11.64,NO,"Milk, nutella, water and more stuff"
2017-12-23,ALDI,Daily Expenses,-7.21,NO,Chicken and water for BBQ
2017-12-24,Others,Gift,-28.4,YES,portraits gift and cards
2017-12-24,Others,Gift,-3972.98,YES,Gift parents
2017-12-24,Woolworths,Daily Expenses,-12.33,NO,"oil, doritos, chili and watermelon"
2017-12-24,Casa Iberica,Daily Expenses,-25.97,NO,"chocoramo, tamal and ducales"
2017-12-24,The Reject Shop,Home,-10.0,YES,Candles
2017-12-24,ALDI,Daily Expenses,-17.6,NO,"sour cream, juice, mineral water, cookies and peaches"
2017-12-26,Others,Home,-15.0,YES,Sheets
2017-12-26,Others,Daily Expenses,-4.4,NO,Ice cream
2017-12-26,ALDI,Daily Expenses,-0.7,NO,water
2017-12-27,Baby Bunting,Baby,-6.29,YES,Moms the boss
2017-12-27,Others,Daily Expenses,-28.8,NO,Lunch
2017-12-27,Others,Daily Expenses,-5.9,NO,Milkshake
2017-12-27,Gasoline,Transport,-52.86,YES,Gasoline
2017-12-27,Woolworths,Daily Expenses,-2.0,NO,Milk
2017-12-27,UNIQLO,Clothing,-80.7,YES,Christmas clothes :D
2017-12-27,Dan Murphy's,Alcohol,-41.0,NO,Whiskey
2017-12-29,ALDI,Daily Expenses,-16.83,NO,"strawberries, tomatoes, cucumber, ham, butter and cheese"
2017-12-29,Woolworths,Daily Expenses,-9.6,NO,"Pringles, chicharron, avocado and gatorade"
2017-12-29,Others,Daily Expenses,-4.99,YES,Glasses liquid
2017-12-29,Budget PC,House,-1608.3,YES,"Ubiquiti access point x2, switch, gateway, camera x5 - tax return"
2017-12-29,Coles,Daily Expenses,-6.5,NO,Cereal and beetroot
2017-12-29,Others,Daily Expenses,-1.4,NO,cookie subway
2017-12-29,Woolworths,Daily Expenses,-2.82,NO,Drumsticks and mineral water
2017-12-29,Others,Daily Expenses,-9.6,NO,Fries and milkshake
2017-12-30,Others,Daily Expenses,-3.38,NO,Vegetables
2017-12-30,Coles,Daily Expenses,-8.68,NO,"Fries, chicken"
2017-12-30,Woolworths,Daily Expenses,-11.56,NO,Stuff
2017-12-30,Others,Daily Expenses,-1.78,NO,Fruit
2017-12-30,ALDI,Daily Expenses,-9.05,NO,Vegetables and fruits
2017-12-31,Coles,Daily Expenses,-10.0,NO,"Bread, fish, mineral water "
2017-12-31,Woolworths,Daily Expenses,-2.0,NO,milk
2017-12-31,Church,Daily Expenses,-7.0,NO,Church
2017-12-31,Dan Murphy's,Alcohol,-31.0,NO,Bloody brandy
2017-12-31,Others,House,-688.5,YES,Lamps and fan
2018-01-01,,Interest,74.92,,Interests
2018-01-01,MyKi,Transport,-30.0,YES,Before tatatatatatatiana
2018-01-01,Chemist,Health,-38.5,YES,Inhalator for coughing 
2018-01-01,Telstra,Utilities,-35.0,YES,Mobile
2018-01-02,Others,Daily Expenses,-14.8,NO,Coffee
2018-01-03,Secure Parking,Transport,-9.0,NO,Parking picking mom
2018-01-03,Baby Bunting,Baby,-65.0,YES,Thermometer
2018-01-03,Others,Daily Expenses,-14.8,NO,Coffee
2018-01-03,Coles,Daily Expenses,-10.36,NO,Vegetables
2018-01-03,Woolworths,Daily Expenses,-4.29,NO,paper
2018-01-03,Others,Daily Expenses,-7.71,NO,Fruits
2018-01-05,Coles,Daily Expenses,-11.79,NO,Soap and nachos
2018-01-05,ALDI,Daily Expenses,-4.1,NO,Lady stuff
2018-01-05,Woolworths,Daily Expenses,-18.7,NO,"Cake, flowers, bread, powerboard"
2018-01-05,Others,Daily Expenses,-2.35,NO,Chicken
2018-01-05,Others,Daily Expenses,-6.15,NO,Cheese and ham
2018-01-05,Woolworths,Daily Expenses,-6.25,NO,"mineral water, melon and milk"
2018-01-05,Coles,Daily Expenses,-5.62,NO,Bread
2018-01-05,ALDI,Daily Expenses,-7.9,NO,things
2018-01-05,Others,Daily Expenses,-2.31,NO,Ham
2018-01-05,Others,Health,-11.5,YES,Pool
2018-01-05,Click Energy,Utilities,-70.86,YES,Electricity
2018-01-07,Others,Daily Expenses,-38.6,NO,Dinner welcome babushka :D
2018-01-07,Gasoline,Transport,-52.62,YES,Gasoline after Tatatatatatatatatatatiana
2018-01-07,Others,Daily Expenses,-5.0,NO,Coke
2018-01-09,Kmart,Baby,-20.0,YES,towels and blanket
2018-01-09,Big W,Baby,-3.0,YES,towels
2018-01-09,Dr Nicola Fitzgerald,Baby,-104.37,YES,"Roses, chocolates, cards, wine, etc"
2018-01-09,Dr Nicola Fitzgerald,Baby,-93.55,YES,Test
2018-01-09,Officeworks,Home,-18.16,YES,Small board
2018-01-09,Chemist,Health,-16.49,YES,Almond oil
2018-01-09,Dr Nicola Fitzgerald,Baby,-478.0,YES,New baby :D :D :D 
2018-01-09,Others,Gift,-300.0,YES,Christmas gifts
2018-01-09,Others,Baby,-18.0,YES,It's a girl gift
2018-01-11,,Salary,2871.47,,Salary Juan
2018-01-12,,Salary,6659.32,,Salary Ana
2018-01-12,Others,Health,-8.5,NO,Massage
2018-01-12,AussieBroadband,Utilities,-80.0,YES,Internet
2018-01-12,Others,Home,-19.13,YES,Room thermometer and humidity
2018-01-12,Big W,Daily Expenses,-15.0,YES,Laundry bag
2018-01-12,Coles,Daily Expenses,-11.09,NO,"Onions, carrots, oat, yoghurt, jam, sause, crackers"
2018-01-12,Woolworths,Daily Expenses,-11.99,NO,Batteries and milk
2018-01-12,Others,Baby,-2.5,YES,Auspost tata registration
2018-01-12,Woolworths,Daily Expenses,-10.73,NO,"water, softener, gatorade and mouthwash"
2018-01-12,Woolworths,Daily Expenses,-5.0,NO,Milk and cereal
2018-01-12,Baby Bunting,Baby,-292.82,YES,"Net, swing and face towels"
2018-01-14,Church,Daily Expenses,-15.0,NO,Candles for Tatiana
2018-01-14,ALDI,Daily Expenses,-16.21,NO,"Bread, cookies, cheese, butter milk, milk"
2018-01-14,Coles,Daily Expenses,-19.52,NO,"Chicken, cheese, gatorade, wraps, "
2018-01-14,Dan Murphy's,Alcohol,-15.99,NO,Wine
2018-01-16,Baby Bunting,Baby,-77.1,YES,Baby MATTTTTTTT
2018-01-16,Woolworths,Daily Expenses,-8.5,NO,"Milk, cereal and gatorade"
2018-01-16,Others,Baby,-33.4,YES,Registry birth certificate
2018-01-16,GU Health,Health,-217.0,YES,Insurance
2018-01-16,ALDI,Daily Expenses,-26.39,NO,"Bread, flipflops, water, fish, tuna, nachos, "
2018-01-17,Batto Property Solutions,Rent,-1520.0,YES,Rent Jan Feb
2018-01-17,Others,Health,-17.0,YES,Massages
2018-01-18,ALDI,Daily Expenses,-7.4,NO,"Water, and more stuff"
2018-01-18,Others,Daily Expenses,-7.77,NO,Vegeables
2018-01-18,Coles,Daily Expenses,-4.82,NO,Cereal
2018-01-18,Woolworths,Daily Expenses,-16.12,NO,"Meat, gatorade, wraps, and bread"
2018-01-18,Target,Home,-39.0,YES,Airing clothes thing
2018-01-19,Coles,Daily Expenses,-15.55,NO,"milk, olive spread, cheese, gatorade, fruits"
2018-01-19,Amazon,Home,-40.0,YES,Amazon Dot
2018-01-19,Dan Murphy's,Alcohol,-10.0,NO,Beer
2018-01-20,ALDI,Daily Expenses,-7.69,NO,"Nachos, cream, "
2018-01-21,Coles,Daily Expenses,-0.85,NO,Peas
2018-01-21,Gasoline,Transport,-31.71,YES,147 litre
2018-01-21,MyKi,Transport,-170.94,YES,33 days of Myki
2018-01-21,Others,Daily Expenses,-7.98,NO,Vegetables
2018-01-21,Woolworths,Daily Expenses,-7.0,NO,Coke
2018-01-21,ALDI,Daily Expenses,-4.81,NO,Cheese and corn
2018-01-22,Others,Daily Expenses,-4.55,NO,Chicken
2018-01-22,Coles,Daily Expenses,-8.95,NO,Cheese and shapoo
2018-01-22,Coles,Daily Expenses,-2.85,NO,Mayoneise
2018-01-22,Woolworths,Daily Expenses,-3.75,NO,Water and berries
2018-01-23,,Salary,3086.71,,Salary Juan
2018-01-23,Netflix,Utilities,-14.0,YES,Netflix january
2018-01-23,Woolworths,Daily Expenses,-6.64,NO,"Doritos, gatorade and jam"
2018-01-23,Woolworths,Daily Expenses,-9.5,NO,Something
2018-01-24,Woolworths,Daily Expenses,-16.93,NO,"Sausage, chicken, bread, cheese, pies"
2018-01-24,Guzman y Gomez,Daily Expenses,-11.7,NO,Nachos
2018-01-25,Others,Daily Expenses,-7.0,NO,Coffee
2018-01-25,Others,Daily Expenses,-4.5,NO,Fries
2018-01-25,Others,Health,-14.0,YES,lenses
2018-01-26,Woolworths,Daily Expenses,-14.7,NO,"cereal, milk and bbq food"
2018-01-26,Woolworths,Daily Expenses,-23.0,NO,"Mushrooms, cheese, juice, corn, and sausages"
2018-01-26,Dan Murphy's,Alcohol,-10.0,NO,Beer
2018-01-26,ALDI,Daily Expenses,-8.0,NO,"bread, water, cheese, carrots"
2018-01-26,Myer,Clothing,-30.92,YES,Shirt
2018-01-26,Virgin Mobile,Daily Expenses,-6.0,YES,Nastya's mobile
2018-01-27,Dan Murphy's,Alcohol,-10.0,NO,More beer :S
2018-01-27,ALDI,Daily Expenses,-10.14,NO,Rest of stuff :S (yoga thing)
2018-01-27,Coles,Daily Expenses,-6.07,NO,Nachos with jam
2018-01-27,ALDI,Daily Expenses,-2.5,NO,Cereal
2018-01-27,ALDI,Daily Expenses,-8.0,NO,"Water, yoga stuff, onion, sour cream"
2018-01-28,Others,Daily Expenses,-13.0,NO,Pizza + garlic bread
2018-01-28,Woolworths,Daily Expenses,-6.84,NO,"Water, gatorade, juice and cookies"
2018-01-29,Chemist,Health,-12.0,YES,Sisitas cream
2018-01-29,Woolworths,Daily Expenses,-6.0,NO,"Soap, bread, cotton disks"
2018-01-29,Coles,Daily Expenses,-9.98,NO,"Shrimps, yogurt. twixt and sugar"
2018-01-30,ALDI,Daily Expenses,-24.26,NO,"Ham, milk, ice cream, mince meat and carrots, dry fruits"
2018-01-30,Others,Baby,-13.3,YES,Package for apostille 
2018-01-31,Others,Baby,-81.0,YES,Passport Apostille
2018-01-31,Click Energy,Utilities,-96.7,YES,Electricity
2018-01-31,Gasoline,Transport,-48.84,YES,Gasoline
2018-01-31,Others,Daily Expenses,-1.8,NO,Coke
2018-02-01,,Interest,275.67,,Interests
2018-02-01,Guzman y Gomez,Daily Expenses,-12.5,NO,Nachos Friday
2018-02-01,ALDI,Daily Expenses,-17.82,NO,"Thick milk, cottage cheese, bread, "
2018-02-01,Telstra,Utilities,-35.0,YES,Mobile Juan
2018-02-02,Eight Homes,House,-2000.0,YES,Contract signature
2018-02-02,ALDI,Daily Expenses,-10.12,NO,"Girl stuff, eggs, pruns, jam"
2018-02-02,Woolworths,Daily Expenses,-7.44,NO,"Chicken, milk and crackers"
2018-02-04,Others,Visa,-282.74,YES,Visa for padre y madre
2018-02-04,Coles,Daily Expenses,-23.25,NO,"Pizza, mince meat, cheese, cookies, tooth paste, yogurt"
2018-02-04,Dan Murphy's,Alcohol,-22.0,NO,Beer and beer
2018-02-04,Coles,Daily Expenses,-6.0,NO,Bread and butter
2018-02-05,ALDI,Daily Expenses,-17.15,NO,"Pampers, cheese, corn, salami and juice"
2018-02-05,Chemist,Health,-4.0,YES,Shower rock
2018-02-05,Woolworths,Daily Expenses,-12.64,NO,"chicken, yogurt, bread and oreo"
2018-02-06,,Salary,3138.52,,Salary Juan
2018-02-06,Others,Daily Expenses,-3.8,NO,Coffee
2018-02-06,ALDI,Daily Expenses,-14.57,NO,"Cheese, tissues, dates, bread, tomato base"
2018-02-08,Yarra Valley Water,Utilities,-156.47,YES,Water February
2018-02-08,ALDI,Daily Expenses,-11.32,NO,"Sour cream, cheese, and peanuts"
2018-02-08,Woolworths,Daily Expenses,-7.19,NO,"Cereal, chicken and nachos"
2018-02-08,Woolworths,Daily Expenses,-3.19,NO,Coke
2018-02-08,Guzman y Gomez,Daily Expenses,-12.5,NO,Nachos
2018-02-09,Woolworths,Daily Expenses,-10.0,NO,"Juice, milk, bread"
2018-02-09,ALDI,Daily Expenses,-1.89,NO,Ladies stuff
2018-02-09,Gasoline,Transport,-37.5,YES,Gasoline
2018-02-11,Woolworths,Daily Expenses,-7.29,NO,"Cereal, bread, yogurt"
2018-02-11,Coles,Daily Expenses,-10.0,NO,"Chips, drumsticks, "
2018-02-11,Woolworths,Daily Expenses,-11.72,NO,"Gyoza, chicken"
2018-02-11,ALDI,Daily Expenses,-9.02,NO,"ham, mushrooms, cheese"
2018-02-12,Woolworths,Daily Expenses,-6.8,NO,Yogurt and bread
2018-02-12,Others,Daily Expenses,-9.24,NO,Vegetables
2018-02-12,Woolworths,Daily Expenses,-4.75,NO,Nachos and juice
2018-02-14,Guzman y Gomez,Daily Expenses,-12.5,NO,Nachos
2018-02-14,Woolworths,Daily Expenses,-38.3,NO,Valentines + cookies
2018-02-14,Woolworths,Daily Expenses,-6.67,NO,Bread and fish
2018-02-14,Medicare,Baby,-19.1,YES,Medical exams tatiana
2018-02-14,,Salary,8186.32,,Salary Ana
2018-02-15,Church,Baby,-200.0,YES,Baptism
2018-02-16,Woolworths,Daily Expenses,-16.1,NO,Fish meat and yogurt
2018-02-16,ALDI,Daily Expenses,-9.49,NO,"Cheese, cottage cheese, sour cream and fish"
2018-02-16,Others,Daily Expenses,-32.8,NO,lunch with mike
2018-02-16,Officeworks,Gift,-22.8,YES,Valentines
2018-02-16,Others,Daily Expenses,-8.0,NO,jacob coke
